"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","CPI","TOT","AGRWTH","M","1991-04",23.103,
"CHL","CPI","TOT","AGRWTH","M","1991-05",24.27492,
"CHL","CPI","TOT","AGRWTH","M","1991-06",23.84671,
"CHL","CPI","TOT","AGRWTH","M","1991-07",24.02044,
"CHL","CPI","TOT","AGRWTH","M","1991-08",23.04554,
"CHL","CPI","TOT","AGRWTH","M","1991-09",18.84012,
"CHL","CPI","TOT","AGRWTH","M","1991-10",17.78197,
"CHL","CPI","TOT","AGRWTH","M","1991-11",17.82857,
"CHL","CPI","TOT","AGRWTH","M","1991-12",18.65802,
"CHL","CPI","TOT","AGRWTH","M","1992-01",19.45865,
"CHL","CPI","TOT","AGRWTH","M","1992-02",18.55547,
"CHL","CPI","TOT","AGRWTH","M","1992-03",18.01807,
"CHL","CPI","TOT","AGRWTH","M","1992-04",17.40454,
"CHL","CPI","TOT","AGRWTH","M","1992-05",15.77652,
"CHL","CPI","TOT","AGRWTH","M","1992-06",14.46349,
"CHL","CPI","TOT","AGRWTH","M","1992-07",13.68237,
"CHL","CPI","TOT","AGRWTH","M","1992-08",13.92565,
"CHL","CPI","TOT","AGRWTH","M","1992-09",15.07104,
"CHL","CPI","TOT","AGRWTH","M","1992-10",13.43453,
"CHL","CPI","TOT","AGRWTH","M","1992-11",14.00092,
"CHL","CPI","TOT","AGRWTH","M","1992-12",12.69427,
"CHL","CPI","TOT","AGRWTH","M","1993-01",11.65219,
"CHL","CPI","TOT","AGRWTH","M","1993-02",12.81179,
"CHL","CPI","TOT","AGRWTH","M","1993-03",12.66263,
"CHL","CPI","TOT","AGRWTH","M","1993-04",12.75745,
"CHL","CPI","TOT","AGRWTH","M","1993-05",13.19178,
"CHL","CPI","TOT","AGRWTH","M","1993-06",12.97564,
"CHL","CPI","TOT","AGRWTH","M","1993-07",12.82759,
"CHL","CPI","TOT","AGRWTH","M","1993-08",13.61475,
"CHL","CPI","TOT","AGRWTH","M","1993-09",12.32484,
"CHL","CPI","TOT","AGRWTH","M","1993-10",13.59201,
"CHL","CPI","TOT","AGRWTH","M","1993-11",12.09036,
"CHL","CPI","TOT","AGRWTH","M","1993-12",12.23468,
"CHL","CPI","TOT","AGRWTH","M","1994-01",13.21673,
"CHL","CPI","TOT","AGRWTH","M","1994-02",13.11223,
"CHL","CPI","TOT","AGRWTH","M","1994-03",13.74003,
"CHL","CPI","TOT","AGRWTH","M","1994-04",12.72011,
"CHL","CPI","TOT","AGRWTH","M","1994-05",12.68402,
"CHL","CPI","TOT","AGRWTH","M","1994-06",12.72688,
"CHL","CPI","TOT","AGRWTH","M","1994-07",12.2966,
"CHL","CPI","TOT","AGRWTH","M","1994-08",11.16896,
"CHL","CPI","TOT","AGRWTH","M","1994-09",10.43108,
"CHL","CPI","TOT","AGRWTH","M","1994-10",8.296873,
"CHL","CPI","TOT","AGRWTH","M","1994-11",8.855201,
"CHL","CPI","TOT","AGRWTH","M","1994-12",8.945725,
"CHL","CPI","TOT","AGRWTH","M","1995-01",8.504823,
"CHL","CPI","TOT","AGRWTH","M","1995-02",8.715397,
"CHL","CPI","TOT","AGRWTH","M","1995-03",8.161512,
"CHL","CPI","TOT","AGRWTH","M","1995-04",8.286702,
"CHL","CPI","TOT","AGRWTH","M","1995-05",7.41734,
"CHL","CPI","TOT","AGRWTH","M","1995-06",7.63529,
"CHL","CPI","TOT","AGRWTH","M","1995-07",7.889154,
"CHL","CPI","TOT","AGRWTH","M","1995-08",8.458224,
"CHL","CPI","TOT","AGRWTH","M","1995-09",8.567754,
"CHL","CPI","TOT","AGRWTH","M","1995-10",8.765753,
"CHL","CPI","TOT","AGRWTH","M","1995-11",8.19195,
"CHL","CPI","TOT","AGRWTH","M","1995-12",8.198318,
"CHL","CPI","TOT","AGRWTH","M","1996-01",7.810817,
"CHL","CPI","TOT","AGRWTH","M","1996-02",7.824192,
"CHL","CPI","TOT","AGRWTH","M","1996-03",7.948227,
"CHL","CPI","TOT","AGRWTH","M","1996-04",8.382825,
"CHL","CPI","TOT","AGRWTH","M","1996-05",8.595784,
"CHL","CPI","TOT","AGRWTH","M","1996-06",8.254996,
"CHL","CPI","TOT","AGRWTH","M","1996-07",7.67043,
"CHL","CPI","TOT","AGRWTH","M","1996-08",6.382244,
"CHL","CPI","TOT","AGRWTH","M","1996-09",6.270712,
"CHL","CPI","TOT","AGRWTH","M","1996-10",6.208894,
"CHL","CPI","TOT","AGRWTH","M","1996-11",6.551795,
"CHL","CPI","TOT","AGRWTH","M","1996-12",6.631466,
"CHL","CPI","TOT","AGRWTH","M","1997-01",6.877519,
"CHL","CPI","TOT","AGRWTH","M","1997-02",7.214324,
"CHL","CPI","TOT","AGRWTH","M","1997-03",6.776033,
"CHL","CPI","TOT","AGRWTH","M","1997-04",6.054134,
"CHL","CPI","TOT","AGRWTH","M","1997-05",5.445529,
"CHL","CPI","TOT","AGRWTH","M","1997-06",5.254292,
"CHL","CPI","TOT","AGRWTH","M","1997-07",5.581464,
"CHL","CPI","TOT","AGRWTH","M","1997-08",5.559344,
"CHL","CPI","TOT","AGRWTH","M","1997-09",6.021877,
"CHL","CPI","TOT","AGRWTH","M","1997-10",6.558218,
"CHL","CPI","TOT","AGRWTH","M","1997-11",6.283157,
"CHL","CPI","TOT","AGRWTH","M","1997-12",6.045505,
"CHL","CPI","TOT","AGRWTH","M","1998-01",6.24802,
"CHL","CPI","TOT","AGRWTH","M","1998-02",5.231654,
"CHL","CPI","TOT","AGRWTH","M","1998-03",5.317066,
"CHL","CPI","TOT","AGRWTH","M","1998-04",5.383847,
"CHL","CPI","TOT","AGRWTH","M","1998-05",5.332503,
"CHL","CPI","TOT","AGRWTH","M","1998-06",5.441014,
"CHL","CPI","TOT","AGRWTH","M","1998-07",5.257061,
"CHL","CPI","TOT","AGRWTH","M","1998-08",5.186575,
"CHL","CPI","TOT","AGRWTH","M","1998-09",4.762413,
"CHL","CPI","TOT","AGRWTH","M","1998-10",4.319352,
"CHL","CPI","TOT","AGRWTH","M","1998-11",4.278927,
"CHL","CPI","TOT","AGRWTH","M","1998-12",4.664885,
"CHL","CPI","TOT","AGRWTH","M","1999-01",3.594859,
"CHL","CPI","TOT","AGRWTH","M","1999-02",3.804064,
"CHL","CPI","TOT","AGRWTH","M","1999-03",4.052286,
"CHL","CPI","TOT","AGRWTH","M","1999-04",4.033417,
"CHL","CPI","TOT","AGRWTH","M","1999-05",3.96694,
"CHL","CPI","TOT","AGRWTH","M","1999-06",3.75746,
"CHL","CPI","TOT","AGRWTH","M","1999-07",3.387866,
"CHL","CPI","TOT","AGRWTH","M","1999-08",3.241892,
"CHL","CPI","TOT","AGRWTH","M","1999-09",2.938481,
"CHL","CPI","TOT","AGRWTH","M","1999-10",2.486614,
"CHL","CPI","TOT","AGRWTH","M","1999-11",2.559186,
"CHL","CPI","TOT","AGRWTH","M","1999-12",2.309535,
"CHL","CPI","TOT","AGRWTH","M","2000-01",2.831071,
"CHL","CPI","TOT","AGRWTH","M","2000-02",3.329546,
"CHL","CPI","TOT","AGRWTH","M","2000-03",3.424276,
"CHL","CPI","TOT","AGRWTH","M","2000-04",3.532477,
"CHL","CPI","TOT","AGRWTH","M","2000-05",3.629279,
"CHL","CPI","TOT","AGRWTH","M","2000-06",3.722218,
"CHL","CPI","TOT","AGRWTH","M","2000-07",3.78775,
"CHL","CPI","TOT","AGRWTH","M","2000-08",3.851111,
"CHL","CPI","TOT","AGRWTH","M","2000-09",4.24657,
"CHL","CPI","TOT","AGRWTH","M","2000-10",4.506154,
"CHL","CPI","TOT","AGRWTH","M","2000-11",4.684183,
"CHL","CPI","TOT","AGRWTH","M","2000-12",4.526016,
"CHL","CPI","TOT","AGRWTH","M","2001-01",4.694455,
"CHL","CPI","TOT","AGRWTH","M","2001-02",3.794332,
"CHL","CPI","TOT","AGRWTH","M","2001-03",3.53476,
"CHL","CPI","TOT","AGRWTH","M","2001-04",3.509592,
"CHL","CPI","TOT","AGRWTH","M","2001-05",3.739588,
"CHL","CPI","TOT","AGRWTH","M","2001-06",3.559888,
"CHL","CPI","TOT","AGRWTH","M","2001-07",3.222895,
"CHL","CPI","TOT","AGRWTH","M","2001-08",3.783312,
"CHL","CPI","TOT","AGRWTH","M","2001-09",3.912266,
"CHL","CPI","TOT","AGRWTH","M","2001-10",3.427925,
"CHL","CPI","TOT","AGRWTH","M","2001-11",3.069899,
"CHL","CPI","TOT","AGRWTH","M","2001-12",2.63585,
"CHL","CPI","TOT","AGRWTH","M","2002-01",2.208556,
"CHL","CPI","TOT","AGRWTH","M","2002-02",2.53319,
"CHL","CPI","TOT","AGRWTH","M","2002-03",2.586586,
"CHL","CPI","TOT","AGRWTH","M","2002-04",2.500432,
"CHL","CPI","TOT","AGRWTH","M","2002-05",2.149642,
"CHL","CPI","TOT","AGRWTH","M","2002-06",1.963351,
"CHL","CPI","TOT","AGRWTH","M","2002-07",2.613591,
"CHL","CPI","TOT","AGRWTH","M","2002-08",2.180141,
"CHL","CPI","TOT","AGRWTH","M","2002-09",2.292118,
"CHL","CPI","TOT","AGRWTH","M","2002-10",3.043331,
"CHL","CPI","TOT","AGRWTH","M","2002-11",2.961525,
"CHL","CPI","TOT","AGRWTH","M","2002-12",2.82432,
"CHL","CPI","TOT","AGRWTH","M","2003-01",3.008424,
"CHL","CPI","TOT","AGRWTH","M","2003-02",3.829503,
"CHL","CPI","TOT","AGRWTH","M","2003-03",4.489807,
"CHL","CPI","TOT","AGRWTH","M","2003-04",4.002644,
"CHL","CPI","TOT","AGRWTH","M","2003-05",3.510794,
"CHL","CPI","TOT","AGRWTH","M","2003-06",3.642328,
"CHL","CPI","TOT","AGRWTH","M","2003-07",3.095671,
"CHL","CPI","TOT","AGRWTH","M","2003-08",2.878272,
"CHL","CPI","TOT","AGRWTH","M","2003-09",2.2127,
"CHL","CPI","TOT","AGRWTH","M","2003-10",1.172023,
"CHL","CPI","TOT","AGRWTH","M","2003-11",0.9528751,
"CHL","CPI","TOT","AGRWTH","M","2003-12",1.072768,
"CHL","CPI","TOT","AGRWTH","M","2004-01",0.7885514,
"CHL","CPI","TOT","AGRWTH","M","2004-02",-0.008817565,
"CHL","CPI","TOT","AGRWTH","M","2004-03",-0.7470677,
"CHL","CPI","TOT","AGRWTH","M","2004-04",-0.2866508,
"CHL","CPI","TOT","AGRWTH","M","2004-05",0.6192919,
"CHL","CPI","TOT","AGRWTH","M","2004-06",1.055924,
"CHL","CPI","TOT","AGRWTH","M","2004-07",1.378645,
"CHL","CPI","TOT","AGRWTH","M","2004-08",1.59514,
"CHL","CPI","TOT","AGRWTH","M","2004-09",1.453597,
"CHL","CPI","TOT","AGRWTH","M","2004-10",1.908249,
"CHL","CPI","TOT","AGRWTH","M","2004-11",2.481918,
"CHL","CPI","TOT","AGRWTH","M","2004-12",2.42835,
"CHL","CPI","TOT","AGRWTH","M","2005-01",2.291711,
"CHL","CPI","TOT","AGRWTH","M","2005-02",2.185689,
"CHL","CPI","TOT","AGRWTH","M","2005-03",2.404847,
"CHL","CPI","TOT","AGRWTH","M","2005-04",2.944742,
"CHL","CPI","TOT","AGRWTH","M","2005-05",2.686975,
"CHL","CPI","TOT","AGRWTH","M","2005-06",2.6667,
"CHL","CPI","TOT","AGRWTH","M","2005-07",3.05699,
"CHL","CPI","TOT","AGRWTH","M","2005-08",2.967921,
"CHL","CPI","TOT","AGRWTH","M","2005-09",3.934277,
"CHL","CPI","TOT","AGRWTH","M","2005-10",4.137441,
"CHL","CPI","TOT","AGRWTH","M","2005-11",3.622931,
"CHL","CPI","TOT","AGRWTH","M","2005-12",3.663597,
"CHL","CPI","TOT","AGRWTH","M","2006-01",4.077988,
"CHL","CPI","TOT","AGRWTH","M","2006-02",4.083092,
"CHL","CPI","TOT","AGRWTH","M","2006-03",4.031557,
"CHL","CPI","TOT","AGRWTH","M","2006-04",3.766254,
"CHL","CPI","TOT","AGRWTH","M","2006-05",3.739133,
"CHL","CPI","TOT","AGRWTH","M","2006-06",3.916651,
"CHL","CPI","TOT","AGRWTH","M","2006-07",3.84242,
"CHL","CPI","TOT","AGRWTH","M","2006-08",3.814486,
"CHL","CPI","TOT","AGRWTH","M","2006-09",2.812685,
"CHL","CPI","TOT","AGRWTH","M","2006-10",2.051294,
"CHL","CPI","TOT","AGRWTH","M","2006-11",2.123491,
"CHL","CPI","TOT","AGRWTH","M","2006-12",2.567686,
"CHL","CPI","TOT","AGRWTH","M","2007-01",2.797534,
"CHL","CPI","TOT","AGRWTH","M","2007-02",2.715956,
"CHL","CPI","TOT","AGRWTH","M","2007-03",2.552931,
"CHL","CPI","TOT","AGRWTH","M","2007-04",2.487568,
"CHL","CPI","TOT","AGRWTH","M","2007-05",2.872517,
"CHL","CPI","TOT","AGRWTH","M","2007-06",3.228277,
"CHL","CPI","TOT","AGRWTH","M","2007-07",3.830662,
"CHL","CPI","TOT","AGRWTH","M","2007-08",4.679245,
"CHL","CPI","TOT","AGRWTH","M","2007-09",5.848976,
"CHL","CPI","TOT","AGRWTH","M","2007-10",6.451352,
"CHL","CPI","TOT","AGRWTH","M","2007-11",7.436603,
"CHL","CPI","TOT","AGRWTH","M","2007-12",7.823145,
"CHL","CPI","TOT","AGRWTH","M","2008-01",7.455075,
"CHL","CPI","TOT","AGRWTH","M","2008-02",8.070803,
"CHL","CPI","TOT","AGRWTH","M","2008-03",8.50844,
"CHL","CPI","TOT","AGRWTH","M","2008-04",8.301081,
"CHL","CPI","TOT","AGRWTH","M","2008-05",8.875021,
"CHL","CPI","TOT","AGRWTH","M","2008-06",9.474133,
"CHL","CPI","TOT","AGRWTH","M","2008-07",9.476223,
"CHL","CPI","TOT","AGRWTH","M","2008-08",9.305241,
"CHL","CPI","TOT","AGRWTH","M","2008-09",9.232459,
"CHL","CPI","TOT","AGRWTH","M","2008-10",9.853125,
"CHL","CPI","TOT","AGRWTH","M","2008-11",8.887383,
"CHL","CPI","TOT","AGRWTH","M","2008-12",7.092753,
"CHL","CPI","TOT","AGRWTH","M","2009-01",6.31756,
"CHL","CPI","TOT","AGRWTH","M","2009-02",4.512144,
"CHL","CPI","TOT","AGRWTH","M","2009-03",3.689837,
"CHL","CPI","TOT","AGRWTH","M","2009-04",3.139347,
"CHL","CPI","TOT","AGRWTH","M","2009-05",1.737935,
"CHL","CPI","TOT","AGRWTH","M","2009-06",0.5868666,
"CHL","CPI","TOT","AGRWTH","M","2009-07",-0.96504,
"CHL","CPI","TOT","AGRWTH","M","2009-08",-2.32774,
"CHL","CPI","TOT","AGRWTH","M","2009-09",-2.257134,
"CHL","CPI","TOT","AGRWTH","M","2009-10",-3.120338,
"CHL","CPI","TOT","AGRWTH","M","2009-11",-3.380892,
"CHL","CPI","TOT","AGRWTH","M","2009-12",-2.580917,
"CHL","CPI","TOT","AGRWTH","M","2010-01",-1.32189,
"CHL","CPI","TOT","AGRWTH","M","2010-02",0.2546085,
"CHL","CPI","TOT","AGRWTH","M","2010-03",0.306039,
"CHL","CPI","TOT","AGRWTH","M","2010-04",0.9147563,
"CHL","CPI","TOT","AGRWTH","M","2010-05",1.504735,
"CHL","CPI","TOT","AGRWTH","M","2010-06",1.159826,
"CHL","CPI","TOT","AGRWTH","M","2010-07",2.252991,
"CHL","CPI","TOT","AGRWTH","M","2010-08",2.621754,
"CHL","CPI","TOT","AGRWTH","M","2010-09",1.869946,
"CHL","CPI","TOT","AGRWTH","M","2010-10",1.984462,
"CHL","CPI","TOT","AGRWTH","M","2010-11",2.458334,
"CHL","CPI","TOT","AGRWTH","M","2010-12",2.981064,
"CHL","CPI","TOT","AGRWTH","M","2011-01",2.720377,
"CHL","CPI","TOT","AGRWTH","M","2011-02",2.673797,
"CHL","CPI","TOT","AGRWTH","M","2011-03",3.362002,
"CHL","CPI","TOT","AGRWTH","M","2011-04",3.217019,
"CHL","CPI","TOT","AGRWTH","M","2011-05",3.257077,
"CHL","CPI","TOT","AGRWTH","M","2011-06",3.438025,
"CHL","CPI","TOT","AGRWTH","M","2011-07",2.902273,
"CHL","CPI","TOT","AGRWTH","M","2011-08",3.175215,
"CHL","CPI","TOT","AGRWTH","M","2011-09",3.277849,
"CHL","CPI","TOT","AGRWTH","M","2011-10",3.671016,
"CHL","CPI","TOT","AGRWTH","M","2011-11",3.937109,
"CHL","CPI","TOT","AGRWTH","M","2011-12",4.429976,
"CHL","CPI","TOT","AGRWTH","M","2012-01",4.239878,
"CHL","CPI","TOT","AGRWTH","M","2012-02",4.408029,
"CHL","CPI","TOT","AGRWTH","M","2012-03",3.794755,
"CHL","CPI","TOT","AGRWTH","M","2012-04",3.518914,
"CHL","CPI","TOT","AGRWTH","M","2012-05",3.129303,
"CHL","CPI","TOT","AGRWTH","M","2012-06",2.649007,
"CHL","CPI","TOT","AGRWTH","M","2012-07",2.508424,
"CHL","CPI","TOT","AGRWTH","M","2012-08",2.566658,
"CHL","CPI","TOT","AGRWTH","M","2012-09",2.839078,
"CHL","CPI","TOT","AGRWTH","M","2012-10",2.924121,
"CHL","CPI","TOT","AGRWTH","M","2012-11",2.12766,
"CHL","CPI","TOT","AGRWTH","M","2012-12",1.491443,
"CHL","CPI","TOT","AGRWTH","M","2013-01",1.587883,
"CHL","CPI","TOT","AGRWTH","M","2013-02",1.301862,
"CHL","CPI","TOT","AGRWTH","M","2013-03",1.51828,
"CHL","CPI","TOT","AGRWTH","M","2013-04",0.9833677,
"CHL","CPI","TOT","AGRWTH","M","2013-05",0.9467168,
"CHL","CPI","TOT","AGRWTH","M","2013-06",1.886792,
"CHL","CPI","TOT","AGRWTH","M","2013-07",2.167032,
"CHL","CPI","TOT","AGRWTH","M","2013-08",2.186589,
"CHL","CPI","TOT","AGRWTH","M","2013-09",1.965039,
"CHL","CPI","TOT","AGRWTH","M","2013-10",1.534404,
"CHL","CPI","TOT","AGRWTH","M","2013-11",2.372351,
"CHL","CPI","TOT","AGRWTH","M","2013-12",3.011322,
"CHL","CPI","TOT","AGRWTH","M","2014-01",3.005892,
"CHL","CPI","TOT","AGRWTH","M","2014-02",3.398991,
"CHL","CPI","TOT","AGRWTH","M","2014-03",3.864561,
"CHL","CPI","TOT","AGRWTH","M","2014-04",5.013224,
"CHL","CPI","TOT","AGRWTH","M","2014-05",5.386558,
"CHL","CPI","TOT","AGRWTH","M","2014-06",4.767025,
"CHL","CPI","TOT","AGRWTH","M","2014-07",4.742612,
"CHL","CPI","TOT","AGRWTH","M","2014-08",4.826438,
"CHL","CPI","TOT","AGRWTH","M","2014-09",5.131237,
"CHL","CPI","TOT","AGRWTH","M","2014-10",6.068477,
"CHL","CPI","TOT","AGRWTH","M","2014-11",5.716974,
"CHL","CPI","TOT","AGRWTH","M","2014-12",4.653882,
"CHL","CPI","TOT","AGRWTH","M","2015-01",4.540679,
"CHL","CPI","TOT","AGRWTH","M","2015-02",4.402369,
"CHL","CPI","TOT","AGRWTH","M","2015-03",4.181546,
"CHL","CPI","TOT","AGRWTH","M","2015-04",4.144247,
"CHL","CPI","TOT","AGRWTH","M","2015-05",3.970337,
"CHL","CPI","TOT","AGRWTH","M","2015-06",4.424678,
"CHL","CPI","TOT","AGRWTH","M","2015-07",4.607509,
"CHL","CPI","TOT","AGRWTH","M","2015-08",4.989794,
"CHL","CPI","TOT","AGRWTH","M","2015-09",4.644624,
"CHL","CPI","TOT","AGRWTH","M","2015-10",3.995993,
"CHL","CPI","TOT","AGRWTH","M","2015-11",3.927896,
"CHL","CPI","TOT","AGRWTH","M","2015-12",4.368715,
"CHL","CPI","TOT","AGRWTH","M","2016-01",4.790085,
"CHL","CPI","TOT","AGRWTH","M","2016-02",4.706275,
"CHL","CPI","TOT","AGRWTH","M","2016-03",4.455993,
"CHL","CPI","TOT","AGRWTH","M","2016-04",4.188194,
"CHL","CPI","TOT","AGRWTH","M","2016-05",4.235707,
"CHL","CPI","TOT","AGRWTH","M","2016-06",4.204434,
"CHL","CPI","TOT","AGRWTH","M","2016-07",4.023926,
"CHL","CPI","TOT","AGRWTH","M","2016-08",3.370058,
"CHL","CPI","TOT","AGRWTH","M","2016-09",3.09511,
"CHL","CPI","TOT","AGRWTH","M","2016-10",2.847051,
"CHL","CPI","TOT","AGRWTH","M","2016-11",2.933619,
"CHL","CPI","TOT","AGRWTH","M","2016-12",2.708489,
"CHL","CPI","TOT","AGRWTH","M","2017-01",2.781034,
"CHL","CPI","TOT","AGRWTH","M","2017-02",2.741473,
"CHL","CPI","TOT","AGRWTH","M","2017-03",2.741611,
"CHL","CPI","TOT","AGRWTH","M","2017-04",2.658789,
"CHL","CPI","TOT","AGRWTH","M","2017-05",2.558164,
"CHL","CPI","TOT","AGRWTH","M","2017-06",1.697757,
"CHL","CPI","TOT","AGRWTH","M","2017-07",1.693675,
"CHL","CPI","TOT","AGRWTH","M","2017-08",1.84953,
"CHL","CPI","TOT","AGRWTH","M","2017-09",1.448973,
"CHL","CPI","TOT","AGRWTH","M","2017-10",1.873244,
"CHL","CPI","TOT","AGRWTH","M","2017-11",1.913876,
"CHL","CPI","TOT","AGRWTH","M","2017-12",2.272254,
"CHL","CPI","TOT","AGRWTH","M","2018-01",2.187435,
"CHL","CPI","TOT","AGRWTH","M","2018-02",1.99607,
"CHL","CPI","TOT","AGRWTH","M","2018-03",1.813311,
"CHL","CPI","TOT","AGRWTH","M","2018-04",1.880781,
"CHL","CPI","TOT","AGRWTH","M","2018-05",2.042702,
"CHL","CPI","TOT","AGRWTH","M","2018-06",2.545342,
"CHL","CPI","TOT","AGRWTH","M","2018-07",2.662692,
"CHL","CPI","TOT","AGRWTH","M","2018-08",2.636709,
"CHL","CPI","TOT","AGRWTH","M","2018-09",3.144266,
"CHL","CPI","TOT","AGRWTH","M","2018-10",2.911431,
"CHL","CPI","TOT","AGRWTH","M","2018-11",2.816901,
"CHL","CPI","TOT","AGRWTH","M","2018-12",2.568284,
"CHL","CPI","TOT","AGRWTH","M","2019-01",2.211626,
"CHL","CPI","TOT","AGRWTH","M","2019-02",2.200365,
"CHL","CPI","TOT","AGRWTH","M","2019-03",2.479255,
"CHL","CPI","TOT","AGRWTH","M","2019-04",2.431151,
"CHL","CPI","TOT","AGRWTH","M","2019-05",2.756262,
"CHL","CPI","TOT","AGRWTH","M","2019-06",2.703246,
"CHL","CPI","TOT","AGRWTH","M","2019-07",2.573603,
"CHL","CPI","TOT","AGRWTH","M","2019-08",2.578969,
"CHL","CPI","TOT","AGRWTH","M","2019-09",2.241482,
"CHL","CPI","TOT","AGRWTH","M","2019-10",2.709946,
"CHL","CPI","TOT","AGRWTH","M","2019-11",2.789359,
"CHL","CPI","TOT","AGRWTH","M","2019-12",3.000795,
"CHL","CPI","TOT","AGRWTH","M","2020-01",3.46402,
"CHL","CPI","TOT","AGRWTH","M","2020-02",3.889275,
"CHL","CPI","TOT","AGRWTH","M","2020-03",3.742471,
"CHL","CPI","TOT","AGRWTH","M","2020-04",3.417372,
"CHL","CPI","TOT","AGRWTH","M","2020-05",2.750857,
"CHL","CPI","TOT","AGRWTH","M","2020-06",2.632094,
"CHL","CPI","TOT","AGRWTH","M","2020-07",2.499268,
"CHL","CPI","TOT","AGRWTH","M","2020-08",2.445917,
"CHL","CPI","TOT","AGRWTH","M","2020-09",3.088765,
"CHL","CPI","TOT","AGRWTH","M","2020-10",2.947714,
"CHL","CPI","TOT","AGRWTH","M","2020-11",2.732979,
"CHL","CPI","TOT","AGRWTH","M","2020-12",2.971252,
"CHL","CPI","TOT","AGRWTH","M","2021-01",3.117805,
"CHL","CPI","TOT","AGRWTH","M","2021-02",2.845956,
"CHL","CPI","TOT","AGRWTH","M","2021-03",2.884066,
"CHL","CPI","TOT","AGRWTH","M","2021-04",3.323493,
"CHL","CPI","TOT","AGRWTH","M","2021-05",3.649009,
"CHL","CPI","TOT","AGRWTH","M","2021-06",3.803985,
"CHL","CPI","TOT","AGRWTH","M","2021-07",4.54329,
"CHL","CPI","TOT","AGRWTH","M","2021-08",4.775041,
"CHL","CPI","TOT","AGRWTH","M","2021-09",5.340265,
"CHL","CPI","TOT","AGRWTH","M","2021-10",6.027037,
"CHL","CPI","TOT","AGRWTH","M","2021-11",6.702388,
"CHL","CPI","TOT","AGRWTH","M","2021-12",7.166948,
"CHL","CPI","TOT","AGRWTH","M","2022-01",7.703042,
"CHN","CPI","TOT","AGRWTH","M","1987-01",5.1,
"CHN","CPI","TOT","AGRWTH","M","1987-02",5.4,
"CHN","CPI","TOT","AGRWTH","M","1987-03",5.8,
"CHN","CPI","TOT","AGRWTH","M","1987-04",6.7,
"CHN","CPI","TOT","AGRWTH","M","1987-05",7.6,
"CHN","CPI","TOT","AGRWTH","M","1987-06",7.8,
"CHN","CPI","TOT","AGRWTH","M","1987-07",7.8,
"CHN","CPI","TOT","AGRWTH","M","1987-08",8.2,
"CHN","CPI","TOT","AGRWTH","M","1987-09",7.7,
"CHN","CPI","TOT","AGRWTH","M","1987-10",7.5,
"CHN","CPI","TOT","AGRWTH","M","1987-11",8.3,
"CHN","CPI","TOT","AGRWTH","M","1987-12",8.9,
"CHN","CPI","TOT","AGRWTH","M","1988-01",9.31,
"CHN","CPI","TOT","AGRWTH","M","1988-02",10.4,
"CHN","CPI","TOT","AGRWTH","M","1988-03",11.3,
"CHN","CPI","TOT","AGRWTH","M","1988-04",12.2,
"CHN","CPI","TOT","AGRWTH","M","1988-05",14.19,
"CHN","CPI","TOT","AGRWTH","M","1988-06",16.31,
"CHN","CPI","TOT","AGRWTH","M","1988-07",19.21,
"CHN","CPI","TOT","AGRWTH","M","1988-08",23.6,
"CHN","CPI","TOT","AGRWTH","M","1988-09",26.4,
"CHN","CPI","TOT","AGRWTH","M","1988-10",27.09,
"CHN","CPI","TOT","AGRWTH","M","1988-11",26.81,
"CHN","CPI","TOT","AGRWTH","M","1988-12",27.9,
"CHN","CPI","TOT","AGRWTH","M","1989-01",27.39,
"CHN","CPI","TOT","AGRWTH","M","1989-02",28.4,
"CHN","CPI","TOT","AGRWTH","M","1989-03",27.1,
"CHN","CPI","TOT","AGRWTH","M","1989-04",26.6,
"CHN","CPI","TOT","AGRWTH","M","1989-05",24.91,
"CHN","CPI","TOT","AGRWTH","M","1989-06",22.79,
"CHN","CPI","TOT","AGRWTH","M","1989-07",19.4,
"CHN","CPI","TOT","AGRWTH","M","1989-08",15.3,
"CHN","CPI","TOT","AGRWTH","M","1989-09",11.49,
"CHN","CPI","TOT","AGRWTH","M","1989-10",8.61,
"CHN","CPI","TOT","AGRWTH","M","1989-11",7.4,
"CHN","CPI","TOT","AGRWTH","M","1989-12",6.6,
"CHN","CPI","TOT","AGRWTH","M","1990-01",4.3,
"CHN","CPI","TOT","AGRWTH","M","1990-02",4.4,
"CHN","CPI","TOT","AGRWTH","M","1990-03",3.4,
"CHN","CPI","TOT","AGRWTH","M","1990-04",3.2,
"CHN","CPI","TOT","AGRWTH","M","1990-05",2.7,
"CHN","CPI","TOT","AGRWTH","M","1990-06",1.11,
"CHN","CPI","TOT","AGRWTH","M","1990-07",1.1,
"CHN","CPI","TOT","AGRWTH","M","1990-08",2.5,
"CHN","CPI","TOT","AGRWTH","M","1990-09",2.91,
"CHN","CPI","TOT","AGRWTH","M","1990-10",3.1,
"CHN","CPI","TOT","AGRWTH","M","1990-11",3.7,
"CHN","CPI","TOT","AGRWTH","M","1990-12",4.3,
"CHN","CPI","TOT","AGRWTH","M","1991-01",2.2,
"CHN","CPI","TOT","AGRWTH","M","1991-02",1.8,
"CHN","CPI","TOT","AGRWTH","M","1991-03",1.6,
"CHN","CPI","TOT","AGRWTH","M","1991-04",1.3,
"CHN","CPI","TOT","AGRWTH","M","1991-05",3.6,
